"","X","acne","treatment","color"
"926",926,0,"placebo","brown"
"4075",4075,1,"jellybean","magenta"
"8020",8020,0,"placebo","red"
"2124",2124,0,"placebo","teal"
"2542",2542,0,"placebo","salmon"
"1209",1209,0,"jellybean","pink"
"7264",7264,0,"placebo","mauve"
"9664",9664,1,"placebo","orange"
"6526",6526,0,"placebo","lilac"
"550",550,0,"placebo","brown"
"6195",6195,0,"jellybean","cyan"
"8952",8952,0,"placebo","black"
"3216",3216,0,"placebo","green"
"4555",4555,0,"jellybean","yellow"
"9805",9805,0,"jellybean","orange"
"4219",4219,0,"jellybean","magenta"
"8507",8507,0,"jellybean","black"
"4091",4091,0,"jellybean","magenta"
"1088",1088,0,"placebo","pink"
"371",371,0,"jellybean","purple"
"9654",9654,0,"placebo","orange"
"4611",4611,1,"jellybean","yellow"
"736",736,0,"placebo","brown"
"3279",3279,0,"jellybean","green"
"1289",1289,0,"jellybean","pink"
"6423",6423,0,"jellybean","cyan"
"3678",3678,0,"placebo","turquoise"
"4632",4632,0,"placebo","yellow"
"7390",7390,0,"placebo","mauve"
"3016",3016,0,"placebo","green"
"3244",3244,1,"placebo","green"
"4421",4421,0,"jellybean","magenta"
"9902",9902,0,"placebo","orange"
"3972",3972,1,"placebo","turquoise"
"2355",2355,0,"jellybean","teal"
"3168",3168,0,"placebo","green"
"4155",4155,0,"jellybean","magenta"
"4808",4808,0,"placebo","yellow"
"5773",5773,0,"jellybean","tan"
"3058",3058,0,"placebo","green"
"5213",5213,0,"jellybean","grey"
"6715",6715,0,"jellybean","lilac"
"6227",6227,0,"jellybean","cyan"
"3165",3165,0,"jellybean","green"
"675",675,0,"jellybean","brown"
"5036",5036,1,"placebo","grey"
"7234",7234,0,"placebo","mauve"
"6287",6287,0,"jellybean","cyan"
"700",700,0,"placebo","brown"
"6857",6857,0,"jellybean","lilac"
"3408",3408,0,"placebo","green"
"8177",8177,0,"jellybean","red"
"3716",3716,0,"placebo","turquoise"
"4131",4131,0,"jellybean","magenta"
"9699",9699,0,"jellybean","orange"
"9493",9493,1,"jellybean","peach"
"5904",5904,0,"placebo","tan"
"4206",4206,0,"placebo","magenta"
"4061",4061,0,"jellybean","magenta"
"8809",8809,1,"jellybean","black"
"8955",8955,0,"jellybean","black"
"8926",8926,1,"placebo","black"
"2767",2767,0,"jellybean","salmon"
"7591",7591,0,"jellybean","beige"
"7251",7251,0,"jellybean","mauve"
"6898",6898,0,"placebo","lilac"
"262",262,1,"placebo","purple"
"3894",3894,0,"placebo","turquoise"
"8702",8702,0,"placebo","black"
"3860",3860,0,"placebo","turquoise"
"6404",6404,0,"placebo","cyan"
"2167",2167,0,"jellybean","teal"
"5144",5144,0,"placebo","grey"
"8713",8713,0,"jellybean","black"
"2541",2541,1,"jellybean","salmon"
"6394",6394,0,"placebo","cyan"
"3245",3245,0,"jellybean","green"
"3542",3542,1,"placebo","turquoise"
"6587",6587,1,"jellybean","lilac"
"5429",5429,0,"jellybean","grey"
"7868",7868,0,"placebo","beige"
"9121",9121,0,"jellybean","peach"
"6491",6491,1,"jellybean","cyan"
"3440",3440,0,"placebo","green"
"3297",3297,1,"jellybean","green"
"4866",4866,0,"placebo","yellow"
"2545",2545,0,"jellybean","salmon"
"1268",1268,1,"placebo","pink"
"9809",9809,0,"jellybean","orange"
"4506",4506,0,"placebo","yellow"
"5883",5883,0,"jellybean","tan"
"9503",9503,0,"jellybean","orange"
"8960",8960,0,"placebo","black"
"6645",6645,0,"jellybean","lilac"
"5644",5644,0,"placebo","tan"
"7495",7495,0,"jellybean","mauve"
"1237",1237,0,"jellybean","pink"
"2174",2174,0,"placebo","teal"
"1722",1722,0,"placebo","blue"
"5160",5160,0,"placebo","grey"
"5142",5142,0,"placebo","grey"
"3140",3140,0,"placebo","green"
"9486",9486,0,"placebo","peach"
"9970",9970,0,"placebo","orange"
"7464",7464,0,"placebo","mauve"
"1917",1917,0,"jellybean","blue"
"8577",8577,0,"jellybean","black"
"2930",2930,0,"placebo","salmon"
"9938",9938,0,"placebo","orange"
"7190",7190,1,"placebo","mauve"
"8474",8474,0,"placebo","red"
"4265",4265,0,"jellybean","magenta"
"2813",2813,0,"jellybean","salmon"
"4081",4081,0,"jellybean","magenta"
"4373",4373,0,"jellybean","magenta"
"4974",4974,1,"placebo","yellow"
"9498",9498,0,"placebo","peach"
"7830",7830,0,"placebo","beige"
"299",299,0,"jellybean","purple"
"7166",7166,0,"placebo","mauve"
"7232",7232,0,"placebo","mauve"
"4853",4853,0,"jellybean","yellow"
"6608",6608,1,"placebo","lilac"
"2471",2471,0,"jellybean","teal"
"3288",3288,0,"placebo","green"
"7097",7097,1,"jellybean","mauve"
"3938",3938,0,"placebo","turquoise"
"580",580,0,"placebo","brown"
"6153",6153,0,"jellybean","cyan"
"5545",5545,0,"jellybean","tan"
"2383",2383,1,"jellybean","teal"
"4700",4700,0,"placebo","yellow"
"7054",7054,0,"placebo","mauve"
"6157",6157,0,"jellybean","cyan"
"1199",1199,1,"jellybean","pink"
"4733",4733,1,"jellybean","yellow"
"7319",7319,0,"jellybean","mauve"
"7093",7093,1,"jellybean","mauve"
"9874",9874,0,"placebo","orange"
"655",655,0,"jellybean","brown"
"1442",1442,0,"placebo","pink"
"5009",5009,0,"jellybean","grey"
"5884",5884,0,"placebo","tan"
"3977",3977,0,"jellybean","turquoise"
"619",619,1,"jellybean","brown"
"4817",4817,0,"jellybean","yellow"
"9491",9491,0,"jellybean","peach"
"6714",6714,1,"placebo","lilac"
"8675",8675,0,"jellybean","black"
"4803",4803,0,"jellybean","yellow"
"8094",8094,0,"placebo","red"
"541",541,1,"jellybean","brown"
"8847",8847,0,"jellybean","black"
"4495",4495,0,"jellybean","magenta"
"3700",3700,0,"placebo","turquoise"
"7801",7801,0,"jellybean","beige"
"7912",7912,0,"placebo","beige"
"2108",2108,0,"placebo","teal"
"6408",6408,0,"placebo","cyan"
"7782",7782,1,"placebo","beige"
"5124",5124,0,"placebo","grey"
"1177",1177,0,"jellybean","pink"
"3971",3971,0,"jellybean","turquoise"
"2594",2594,0,"placebo","salmon"
"2663",2663,0,"jellybean","salmon"
"4743",4743,0,"jellybean","yellow"
"1884",1884,0,"placebo","blue"
"9003",9003,0,"jellybean","peach"
"4928",4928,0,"placebo","yellow"
"6561",6561,0,"jellybean","lilac"
"7380",7380,0,"placebo","mauve"
"7267",7267,1,"jellybean","mauve"
"6183",6183,0,"jellybean","cyan"
"5967",5967,0,"jellybean","tan"
"8978",8978,0,"placebo","black"
"6240",6240,0,"placebo","cyan"
"3431",3431,0,"jellybean","green"
"9583",9583,0,"jellybean","orange"
"1421",1421,1,"jellybean","pink"
"5485",5485,0,"jellybean","grey"
"6987",6987,1,"jellybean","lilac"
"239",239,0,"jellybean","purple"
"4093",4093,0,"jellybean","magenta"
"2466",2466,0,"placebo","teal"
"9265",9265,1,"jellybean","peach"
"5786",5786,0,"placebo","tan"
"8155",8155,0,"jellybean","red"
"5085",5085,0,"jellybean","grey"
"7290",7290,0,"placebo","mauve"
"6286",6286,0,"placebo","cyan"
"2732",2732,0,"placebo","salmon"
"3483",3483,0,"jellybean","green"
"9053",9053,1,"jellybean","peach"
"9577",9577,0,"jellybean","orange"
"1473",1473,0,"jellybean","pink"
"5643",5643,0,"jellybean","tan"
"5623",5623,0,"jellybean","tan"
"1118",1118,1,"placebo","pink"
"8306",8306,0,"placebo","red"
"2640",2640,0,"placebo","salmon"
"6506",6506,0,"placebo","lilac"
"8637",8637,0,"jellybean","black"
"100",100,0,"placebo","purple"
"2118",2118,0,"placebo","teal"
"558",558,0,"placebo","brown"
"1786",1786,0,"placebo","blue"
"7967",7967,0,"jellybean","beige"
"1471",1471,0,"jellybean","pink"
"6713",6713,0,"jellybean","lilac"
"830",830,0,"placebo","brown"
"282",282,0,"placebo","purple"
"903",903,1,"jellybean","brown"
"1682",1682,0,"placebo","blue"
"6366",6366,0,"placebo","cyan"
"4665",4665,0,"jellybean","yellow"
"366",366,0,"placebo","purple"
"684",684,1,"placebo","brown"
"1530",1530,0,"placebo","blue"
"7984",7984,1,"placebo","beige"
"890",890,0,"placebo","brown"
"7363",7363,0,"jellybean","mauve"
"1886",1886,0,"placebo","blue"
"3879",3879,0,"jellybean","turquoise"
"1986",1986,0,"placebo","blue"
"5681",5681,0,"jellybean","tan"
"2705",2705,0,"jellybean","salmon"
"2516",2516,0,"placebo","salmon"
"6692",6692,0,"placebo","lilac"
"2923",2923,0,"jellybean","salmon"
"3805",3805,0,"jellybean","turquoise"
"7712",7712,0,"placebo","beige"
"2796",2796,0,"placebo","salmon"
"4896",4896,0,"placebo","yellow"
"6806",6806,0,"placebo","lilac"
"9700",9700,0,"placebo","orange"
"4166",4166,0,"placebo","magenta"
"2074",2074,0,"placebo","teal"
"3250",3250,0,"placebo","green"
"7345",7345,0,"jellybean","mauve"
"3854",3854,0,"placebo","turquoise"
"6499",6499,0,"jellybean","cyan"
"2014",2014,0,"placebo","teal"
"1520",1520,0,"placebo","blue"
"3100",3100,0,"placebo","green"
"1726",1726,0,"placebo","blue"
"5906",5906,1,"placebo","tan"
"2422",2422,1,"placebo","teal"
"1062",1062,0,"placebo","pink"
"6432",6432,0,"placebo","cyan"
"2487",2487,0,"jellybean","teal"
"3889",3889,0,"jellybean","turquoise"
"2381",2381,0,"jellybean","teal"
"5826",5826,0,"placebo","tan"
"6639",6639,0,"jellybean","lilac"
"9922",9922,0,"placebo","orange"
"9278",9278,1,"placebo","peach"
"2367",2367,0,"jellybean","teal"
"5266",5266,0,"placebo","grey"
"1966",1966,0,"placebo","blue"
"3961",3961,0,"jellybean","turquoise"
"2281",2281,0,"jellybean","teal"
"3094",3094,0,"placebo","green"
"669",669,0,"jellybean","brown"
"5346",5346,0,"placebo","grey"
"6544",6544,1,"placebo","lilac"
"552",552,0,"placebo","brown"
"463",463,0,"jellybean","purple"
"2807",2807,0,"jellybean","salmon"
"9142",9142,0,"placebo","peach"
"3947",3947,1,"jellybean","turquoise"
"3452",3452,0,"placebo","green"
"7834",7834,0,"placebo","beige"
"7911",7911,0,"jellybean","beige"
"7441",7441,0,"jellybean","mauve"
"1701",1701,0,"jellybean","blue"
"5459",5459,0,"jellybean","grey"
"7784",7784,0,"placebo","beige"
"3564",3564,0,"placebo","turquoise"
"8563",8563,0,"jellybean","black"
"6290",6290,0,"placebo","cyan"
"8149",8149,0,"jellybean","red"
"3590",3590,0,"placebo","turquoise"
"3486",3486,0,"placebo","green"
"1188",1188,0,"placebo","pink"
"2195",2195,1,"jellybean","teal"
"9901",9901,1,"jellybean","orange"
"7096",7096,0,"placebo","mauve"
"4702",4702,1,"placebo","yellow"
"3804",3804,0,"placebo","turquoise"
"5891",5891,0,"jellybean","tan"
"1101",1101,1,"jellybean","pink"
"8695",8695,0,"jellybean","black"
"8283",8283,0,"jellybean","red"
"6292",6292,0,"placebo","cyan"
"7165",7165,1,"jellybean","mauve"
"5507",5507,1,"jellybean","tan"
"5412",5412,1,"placebo","grey"
"9840",9840,0,"placebo","orange"
"7244",7244,0,"placebo","mauve"
"1540",1540,0,"placebo","blue"
"9285",9285,0,"jellybean","peach"
"4796",4796,0,"placebo","yellow"
"718",718,0,"placebo","brown"
"99",99,0,"jellybean","purple"
"5561",5561,0,"jellybean","tan"
"9848",9848,0,"placebo","orange"
"7867",7867,0,"jellybean","beige"
"4035",4035,0,"jellybean","magenta"
"9975",9975,0,"jellybean","orange"
"9507",9507,0,"jellybean","orange"
"8104",8104,0,"placebo","red"
"2744",2744,0,"placebo","salmon"
"2703",2703,0,"jellybean","salmon"
"9546",9546,0,"placebo","orange"
"7906",7906,0,"placebo","beige"
"4902",4902,1,"placebo","yellow"
"440",440,0,"placebo","purple"
"8003",8003,0,"jellybean","red"
"4263",4263,0,"jellybean","magenta"
"2970",2970,0,"placebo","salmon"
"2282",2282,1,"placebo","teal"
"7788",7788,0,"placebo","beige"
"3789",3789,0,"jellybean","turquoise"
"6648",6648,1,"placebo","lilac"
"5845",5845,0,"jellybean","tan"
"352",352,1,"placebo","purple"
"4338",4338,0,"placebo","magenta"
"1691",1691,0,"jellybean","blue"
"4904",4904,1,"placebo","yellow"
"6644",6644,0,"placebo","lilac"
"4652",4652,0,"placebo","yellow"
"5059",5059,0,"jellybean","grey"
"5122",5122,1,"placebo","grey"
"6969",6969,0,"jellybean","lilac"
"9372",9372,0,"placebo","peach"
"5176",5176,0,"placebo","grey"
"3857",3857,0,"jellybean","turquoise"
"215",215,0,"jellybean","purple"
"4434",4434,0,"placebo","magenta"
"6048",6048,0,"placebo","cyan"
"5415",5415,0,"jellybean","grey"
"1013",1013,0,"jellybean","pink"
"4462",4462,0,"placebo","magenta"
"1051",1051,0,"jellybean","pink"
"8367",8367,1,"jellybean","red"
"8160",8160,0,"placebo","red"
"320",320,1,"placebo","purple"
"2323",2323,0,"jellybean","teal"
"7010",7010,0,"placebo","mauve"
"8382",8382,0,"placebo","red"
"842",842,0,"placebo","brown"
"3596",3596,1,"placebo","turquoise"
"1979",1979,1,"jellybean","blue"
"3790",3790,0,"placebo","turquoise"
"7949",7949,0,"jellybean","beige"
"9565",9565,0,"jellybean","orange"
"3681",3681,0,"jellybean","turquoise"
"3470",3470,0,"placebo","green"
"4479",4479,0,"jellybean","magenta"
"8894",8894,0,"placebo","black"
"8965",8965,0,"jellybean","black"
"920",920,0,"placebo","brown"
"9892",9892,0,"placebo","orange"
"4316",4316,1,"placebo","magenta"
"7298",7298,0,"placebo","mauve"
"4646",4646,0,"placebo","yellow"
"4519",4519,0,"jellybean","yellow"
"7542",7542,1,"placebo","beige"
"5386",5386,1,"placebo","grey"
"2121",2121,1,"jellybean","teal"
"4420",4420,0,"placebo","magenta"
"4717",4717,0,"jellybean","yellow"
"6583",6583,0,"jellybean","lilac"
"4556",4556,0,"placebo","yellow"
"4673",4673,0,"jellybean","yellow"
"3679",3679,0,"jellybean","turquoise"
"9330",9330,0,"placebo","peach"
"3272",3272,0,"placebo","green"
"3638",3638,0,"placebo","turquoise"
"7444",7444,0,"placebo","mauve"
"377",377,0,"jellybean","purple"
"2271",2271,0,"jellybean","teal"
"2153",2153,0,"jellybean","teal"
"6867",6867,0,"jellybean","lilac"
"2073",2073,0,"jellybean","teal"
"5364",5364,1,"placebo","grey"
"4713",4713,0,"jellybean","yellow"
"5558",5558,1,"placebo","tan"
"6774",6774,0,"placebo","lilac"
"689",689,0,"jellybean","brown"
"2258",2258,0,"placebo","teal"
"9344",9344,0,"placebo","peach"
"8861",8861,0,"jellybean","black"
"3566",3566,1,"placebo","turquoise"
"5311",5311,0,"jellybean","grey"
"6878",6878,1,"placebo","lilac"
"5772",5772,0,"placebo","tan"
"7222",7222,0,"placebo","mauve"
"9835",9835,1,"jellybean","orange"
"9633",9633,0,"jellybean","orange"
"4460",4460,0,"placebo","magenta"
"8645",8645,1,"jellybean","black"
"4211",4211,0,"jellybean","magenta"
"4291",4291,0,"jellybean","magenta"
"8783",8783,0,"jellybean","black"
"36",36,0,"placebo","purple"
"5921",5921,0,"jellybean","tan"
"8858",8858,0,"placebo","black"
"5466",5466,0,"placebo","grey"
"5099",5099,0,"jellybean","grey"
"8444",8444,1,"placebo","red"
"3420",3420,0,"placebo","green"
"2277",2277,1,"jellybean","teal"
"6387",6387,0,"jellybean","cyan"
"4778",4778,0,"placebo","yellow"
"248",248,1,"placebo","purple"
"1044",1044,0,"placebo","pink"
"2457",2457,0,"jellybean","teal"
"3634",3634,0,"placebo","turquoise"
"8935",8935,0,"jellybean","black"
"4252",4252,0,"placebo","magenta"
"7568",7568,0,"placebo","beige"
"5970",5970,1,"placebo","tan"
"8982",8982,0,"placebo","black"
"7631",7631,0,"jellybean","beige"
"8074",8074,0,"placebo","red"
"8694",8694,0,"placebo","black"
"2615",2615,0,"jellybean","salmon"
"3864",3864,0,"placebo","turquoise"
"4195",4195,0,"jellybean","magenta"
"809",809,0,"jellybean","brown"
"7948",7948,0,"placebo","beige"
"1619",1619,0,"jellybean","blue"
"2898",2898,0,"placebo","salmon"
"6894",6894,0,"placebo","lilac"
"7344",7344,0,"placebo","mauve"
"6706",6706,1,"placebo","lilac"
"3227",3227,0,"jellybean","green"
"1120",1120,0,"placebo","pink"
"4324",4324,0,"placebo","magenta"
"2478",2478,0,"placebo","teal"
"7094",7094,0,"placebo","mauve"
"9074",9074,0,"placebo","peach"
"6060",6060,1,"placebo","cyan"
"8661",8661,0,"jellybean","black"
"2043",2043,0,"jellybean","teal"
"6177",6177,0,"jellybean","cyan"
"9964",9964,0,"placebo","orange"
"1532",1532,0,"placebo","blue"
"8934",8934,0,"placebo","black"
"9755",9755,0,"jellybean","orange"
"3990",3990,0,"placebo","turquoise"
"4536",4536,0,"placebo","yellow"
"1714",1714,1,"placebo","blue"
"6063",6063,0,"jellybean","cyan"
"1110",1110,0,"placebo","pink"
"8017",8017,0,"jellybean","red"
"9549",9549,0,"jellybean","orange"
"4672",4672,0,"placebo","yellow"
"1404",1404,0,"placebo","pink"
"8344",8344,0,"placebo","red"
"9735",9735,0,"jellybean","orange"
"8175",8175,1,"jellybean","red"
"7048",7048,0,"placebo","mauve"
"5103",5103,0,"jellybean","grey"
"456",456,1,"placebo","purple"
"3173",3173,0,"jellybean","green"
"8757",8757,0,"jellybean","black"
"8611",8611,1,"jellybean","black"
"9405",9405,0,"jellybean","peach"
"4662",4662,0,"placebo","yellow"
"3697",3697,0,"jellybean","turquoise"
"8254",8254,0,"placebo","red"
"4389",4389,0,"jellybean","magenta"
"8112",8112,1,"placebo","red"
"6161",6161,1,"jellybean","cyan"
"2840",2840,1,"placebo","salmon"
"6632",6632,0,"placebo","lilac"
"2948",2948,0,"placebo","salmon"
"6258",6258,0,"placebo","cyan"
"2447",2447,0,"jellybean","teal"
"9774",9774,0,"placebo","orange"
"7978",7978,0,"placebo","beige"
"7576",7576,1,"placebo","beige"
"4640",4640,0,"placebo","yellow"
"5629",5629,1,"jellybean","tan"
"9839",9839,1,"jellybean","orange"
"6350",6350,0,"placebo","cyan"
"7206",7206,1,"placebo","mauve"
"789",789,0,"jellybean","brown"
"951",951,0,"jellybean","brown"
"7415",7415,0,"jellybean","mauve"
"7991",7991,0,"jellybean","beige"
"4553",4553,0,"jellybean","yellow"
"4742",4742,0,"placebo","yellow"
"5212",5212,0,"placebo","grey"
"5389",5389,0,"jellybean","grey"
"6726",6726,0,"placebo","lilac"
"293",293,0,"jellybean","purple"
"3075",3075,0,"jellybean","green"
"8408",8408,0,"placebo","red"
"6460",6460,0,"placebo","cyan"
"6832",6832,1,"placebo","lilac"
"7814",7814,1,"placebo","beige"
"2713",2713,0,"jellybean","salmon"
"9413",9413,0,"jellybean","peach"
"7922",7922,1,"placebo","beige"
"3194",3194,1,"placebo","green"
"1174",1174,1,"placebo","pink"
"7842",7842,0,"placebo","beige"
"9959",9959,0,"jellybean","orange"
"5355",5355,0,"jellybean","grey"
"2646",2646,0,"placebo","salmon"
"7580",7580,0,"placebo","beige"
"5480",5480,0,"placebo","grey"
"5351",5351,1,"jellybean","grey"
"4800",4800,0,"placebo","yellow"
"9733",9733,0,"jellybean","orange"
"9641",9641,0,"jellybean","orange"
"1069",1069,1,"jellybean","pink"
"5290",5290,0,"placebo","grey"
"3974",3974,1,"placebo","turquoise"
"155",155,0,"jellybean","purple"
"1454",1454,0,"placebo","pink"
"5373",5373,0,"jellybean","grey"
"4357",4357,1,"jellybean","magenta"
"3836",3836,1,"placebo","turquoise"
"4569",4569,0,"jellybean","yellow"
"1825",1825,0,"jellybean","blue"
"5876",5876,0,"placebo","tan"
"218",218,0,"placebo","purple"
"4246",4246,0,"placebo","magenta"
"6468",6468,0,"placebo","cyan"
"1304",1304,1,"placebo","pink"
"9004",9004,0,"placebo","peach"
"7405",7405,1,"jellybean","mauve"
"4607",4607,0,"jellybean","yellow"
"6828",6828,0,"placebo","lilac"
"6070",6070,0,"placebo","cyan"
"9299",9299,0,"jellybean","peach"
"4908",4908,1,"placebo","yellow"
"2417",2417,0,"jellybean","teal"
"5775",5775,0,"jellybean","tan"
"608",608,1,"placebo","brown"
"4920",4920,0,"placebo","yellow"
"8295",8295,0,"jellybean","red"
"3401",3401,0,"jellybean","green"
"3739",3739,1,"jellybean","turquoise"
"7628",7628,1,"placebo","beige"
"4585",4585,1,"jellybean","yellow"
"8588",8588,0,"placebo","black"
"8723",8723,0,"jellybean","black"
"9057",9057,0,"jellybean","peach"
"7426",7426,1,"placebo","mauve"
"7144",7144,0,"placebo","mauve"
"8785",8785,0,"jellybean","black"
"388",388,0,"placebo","purple"
"8770",8770,0,"placebo","black"
"868",868,0,"placebo","brown"
"7822",7822,0,"placebo","beige"
"4339",4339,0,"jellybean","magenta"
"2230",2230,0,"placebo","teal"
"3373",3373,0,"jellybean","green"
"1318",1318,0,"placebo","pink"
"9949",9949,0,"jellybean","orange"
"6925",6925,0,"jellybean","lilac"
"860",860,1,"placebo","brown"
"5353",5353,0,"jellybean","grey"
"1601",1601,0,"jellybean","blue"
"135",135,0,"jellybean","purple"
"8851",8851,0,"jellybean","black"
"3777",3777,1,"jellybean","turquoise"
"3707",3707,0,"jellybean","turquoise"
"6376",6376,0,"placebo","cyan"
"2116",2116,0,"placebo","teal"
