"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"513","morte","2004","8413","4","7.1","2.5771278171622"
"514","vita","2006","120313","19","6.6","2.57720188339858"
"515","giovane","2005","91356","50","6.7","2.57721246428949"
"516","football","2005","40364","14","6.2","2.57714897894403"
"517","sport","2005","40364","14","6.2","2.57714897894403"
"518","malattia","2005","45573","8","7","2.5771754311713"
"519","amore","2005","45573","8","7","2.5771754311713"
"520","storia","2005","45573","8","7","2.5771754311713"
"521","eroe","2005","45573","8","7","2.5771754311713"
"522","amore","2005","59566","43","6.6","2.57721775473495"
"523","vita","2006","298088","24","6.9","2.57719130250767"
"524","cattivo","2006","298088","24","6.9","2.57719130250767"
"525","barca","2005","21","5","6","2.5771754311713"
"526","mafia","2005","21","5","6","2.5771754311713"
"527","vita","2005","21","5","6","2.5771754311713"
"528","morte","2005","21","5","6","2.5771754311713"
"529","battaglia","2005","77","10","6.6","2.57716485028039"
"530","amore","2005","77","10","6.6","2.57716485028039"
"531","guerra","2005","77","10","6.6","2.57716485028039"
"532","viaggi","2005","77","10","6.6","2.57716485028039"
"533","vecchio","2005","77","10","6.6","2.57716485028039"
"534","giovane","2005","77","10","6.6","2.57716485028039"
"535","luce","2005","77","10","6.6","2.57716485028039"
"536","vita","2005","4723","5","6.7","2.57716485028039"
"537","giovane","2005","4723","5","6.7","2.57716485028039"
"538","vita","2005","48229","37","7.8","2.57719659295313"
"539","viaggi","2005","48229","37","7.8","2.57719659295313"
"540","storia","2006","307134","35","7.6","2.57722833562586"
"541","banca","2006","307134","35","7.6","2.57722833562586"
"542","donne","2005","13020","6","6.6","2.57717014072585"
"543","amore","2005","31023","17","6.8","2.57721246428949"
"544","treno","2005","31023","17","6.8","2.57721246428949"
"545","vita","2005","31023","17","6.8","2.57721246428949"
"546","viaggi","2005","31023","17","6.8","2.57721246428949"
"547","campagna","2005","31023","17","6.8","2.57721246428949"
"548","danza","2005","31023","17","6.8","2.57721246428949"
"549","giovane","2005","31023","17","6.8","2.57721246428949"
"550","vita","2005","645","3","6.4","2.57719130250767"
"551","paura","2005","81501","19","6.2","2.57721246428949"
"552","spazio","2005","81501","19","6.2","2.57721246428949"
"553","viaggi","2005","81501","19","6.2","2.57721246428949"
"554","vecchio","2005","81501","19","6.2","2.57721246428949"
"555","vita","2005","9","5","3.3","2.57711194582584"
"556","viaggi","2005","9","5","3.3","2.57711194582584"
"557","povero","2005","9048","10","6.6","2.57720717384404"
"558","donne","2005","2695","5","5.8","2.5771754311713"
"559","banda","2005","11","1","5.9","2.57704846048037"
"560","danza","2005","11","1","5.9","2.57704846048037"
"561","giovane","2005","11","1","5.9","2.57704846048037"
"562","danza","2005","112","1","5.7","2.57726007829859"
"563","storia","2004","3454","3","7.2","2.57717014072585"
"564","vita","2004","3454","3","7.2","2.57717014072585"
"565","passato","2004","3454","3","7.2","2.57717014072585"
"566","vita","2005","7265","1","6.6","2.57715426938948"
"567","morte","2005","7265","1","6.6","2.57715426938948"
"568","morte","2004","4481","6","7.2","2.57718072161676"
"569","uomini","2005","84600","37","6.9","2.57714897894403"
"570","squadra","2005","84600","37","6.9","2.57714897894403"
"571","arma","2005","84600","37","6.9","2.57714897894403"
"572","buono","2005","84600","37","6.9","2.57714897894403"
"573","vita","2006","363280","52","6.6","2.57718072161676"
"574","omicidio","2006","363280","52","6.6","2.57718072161676"
"575","calcio","2005","220","14","5.9","2.5771754311713"
"576","donne","2006","86155","24","7.6","2.57720717384404"
"577","vita","2006","86155","24","7.6","2.57720717384404"
"578","morte","2006","86155","24","7.6","2.57720717384404"
"579","azioni","2006","86155","24","7.6","2.57720717384404"
"580","azioni","2005","411","2","7.3","2.57713189778319"
"581","innamorata","2006","34829","42","5.3","2.57723362607132"
"582","mare","2006","34829","42","5.3","2.57723362607132"
"583","guerra","2006","439720","48","6.7","2.57720188339858"
"584","uomini","2005","281","2","5.5","2.57720717384404"
"585","vita","2005","281","2","5.5","2.57720717384404"
"586","magia","2005","281","2","5.5","2.57720717384404"
"587","viaggi","2005","281","2","5.5","2.57720717384404"
"588","compagnia","2005","281","2","5.5","2.57720717384404"
"589","giovane","2005","281","2","5.5","2.57720717384404"
"590","vita","2003","1288","3","5.7","2.57726007829859"
"591","morte","2003","1288","3","5.7","2.57726007829859"
"592","danza","2003","1288","3","5.7","2.57726007829859"
"593","compagnia","2003","1288","3","5.7","2.57726007829859"
"594","vita","2006","90481","46","5.6","2.57720188339858"
"595","ballo","2006","90481","46","5.6","2.57720188339858"
"596","famoso","2006","20839","15","6.8","2.57715955983494"
"597","cowboy","2006","20839","15","6.8","2.57715955983494"
"598","vita","2006","20839","15","6.8","2.57715955983494"
"599","vita","2006","51687","48","5.5","2.57722833562586"
"600","viaggi","2006","51687","48","5.5","2.57722833562586"
"601","battaglia","2006","19245","14","5.8","2.57720188339858"
"602","giovane","2006","19245","14","5.8","2.57720188339858"
"603","paura","2004","1236","7","3.7","2.57715426938948"
"604","vita","2004","1236","7","3.7","2.57715426938948"
"605","omicidio","2004","1236","7","3.7","2.57715426938948"
"606","storia","2005","51494","11","6.5","2.57719659295313"
"607","amore","2006","4110","6","7","2.57714368849857"
"608","storia","2006","4110","6","7","2.57714368849857"
"609","passato","2006","4110","6","7","2.57714368849857"
"610","sconfitta","2005","112","2","5.7","2.57713189778319"
"611","azioni","2005","112","2","5.7","2.57713189778319"
"612","battaglia","2006","11341","25","5.1","2.57719130250767"
"613","danza","2006","23564","7","5.5","2.57715955983494"
"614","football","2005","131591","69","7.5","2.57723362607132"
"615","banda","2005","131591","69","7.5","2.57723362607132"
"616","gang","2005","131591","69","7.5","2.57723362607132"
"617","West","2005","131591","69","7.5","2.57723362607132"
"618","futuro","2005","131591","69","7.5","2.57723362607132"
"619","vita","2005","3597","2","7.2","2.57726007829859"
"620","passato","2005","3597","2","7.2","2.57726007829859"
"621","famoso","2003","195","2","6.7","2.57715426938948"
"622","storia","2003","195","2","6.7","2.57715426938948"
"623","azioni","2003","195","2","6.7","2.57715426938948"
"624","vita","2005","68199","16","7.4","2.57717014072585"
"625","ricco","2005","68199","16","7.4","2.57717014072585"
"626","barca","2004","3972","6","7.5","2.5772230451804"
"627","storia","2004","3972","6","7.5","2.5772230451804"
"628","impresa","2004","3972","6","7.5","2.5772230451804"
"629","morte","2004","3972","6","7.5","2.5772230451804"
"630","viaggi","2004","3972","6","7.5","2.5772230451804"
"631","uomini","2005","112","12","5.7","2.57720717384404"
"632","donne","2005","112","12","5.7","2.57720717384404"
"633","barca","2005","112","12","5.7","2.57720717384404"
"634","famoso","2005","112","12","5.7","2.57720717384404"
"635","storia","2005","112","12","5.7","2.57720717384404"
"636","vita","2005","112","12","5.7","2.57720717384404"
"637","viaggi","2005","112","12","5.7","2.57720717384404"
"638","ricco","2005","112","12","5.7","2.57720717384404"
"639","mercante","2005","112","12","5.7","2.57720717384404"
"640","potere","2005","112","12","5.7","2.57720717384404"
"641","potere","2006","75602","25","4.4","2.57715955983494"
"642","vita","2005","3854","1","6.8","2.57710136493493"
"643","vita","2005","1020","8","5.9","2.57719659295313"
"644","passato","2005","1020","8","5.9","2.57719659295313"
"645","vita","2006","12396","6","6","2.57715426938948"
"646","morte","2006","12396","6","6","2.57715426938948"
"647","squadra","2005","5211","8","4.1","2.57718601206222"
"648","omicidio","2005","5211","8","4.1","2.57718601206222"
"649","amore","2004","4361","2","7.1","2.5771278171622"
"650","barca","2004","72","4","4.8","2.57719659295313"
"651","mare","2004","72","4","4.8","2.57719659295313"
"652","donne","2005","5473","2","6.3","2.57718072161676"
"653","povero","2005","5473","2","6.3","2.57718072161676"
"654","vita","2005","112","2","5.7","2.57713189778319"
"655","vita","2006","7881","12","6.4","2.57718072161676"
"656","universo","2006","7881","12","6.4","2.57718072161676"
"657","luce","2006","7881","12","6.4","2.57718072161676"
"658","storia","2006","14198","11","6.5","2.57715426938948"
"659","morti","2005","5025","8","4","2.57719659295313"
"660","morte","2005","16527","11","7.1","2.57720188339858"
"661","mercato","2005","16527","11","7.1","2.57720188339858"
"662","spazio","2006","127017","37","6.8","2.57721775473495"
"663","felicità","1999","1527","12","6.5","2.57721775473495"
"664","amore","1999","1527","12","6.5","2.57721775473495"
"665","storia","1999","1527","12","6.5","2.57721775473495"
"666","vita","1999","1527","12","6.5","2.57721775473495"
"667","giovane","1999","1527","12","6.5","2.57721775473495"
"668","vita","2005","180357","3","7.2","2.57715426938948"
"669","vita","1906","7966","2","7.1","2.57713189778319"
"670","giovane","1906","7966","2","7.1","2.57713189778319"
"671","uomini","2005","31823","5","5.7","2.57720717384404"
"672","donne","2005","31823","5","5.7","2.57720717384404"
"673","West","2005","31823","5","5.7","2.57720717384404"
"674","ricco","2005","31823","5","5.7","2.57720717384404"
"675","vita","2005","26804","29","6.8","2.5772230451804"
"676","amare","2006","39376","32","5.1","2.57718601206222"
"677","mare","2006","39376","32","5.1","2.57718601206222"
"678","vita","2004","36544","6","7.1","2.57724420696223"
"679","vecchio","2001","55862","15","7.5","2.5771754311713"
"680","uomini","2005","15930","2","7.4","2.57720717384404"
"681","vita","2005","15930","2","7.4","2.57720717384404"
"682","azioni","2005","15930","2","7.4","2.57720717384404"
"683","barca","2006","599042","70","7.3","2.57722833562586"
"684","veliero","2006","599042","70","7.3","2.57722833562586"
"685","mare","2006","599042","70","7.3","2.57722833562586"
"686","amore","2006","891","4","4.3","2.57717014072585"
"687","storia","2006","891","4","4.3","2.57717014072585"
"688","vita","2006","891","4","4.3","2.57717014072585"
"689","ricco","2006","891","4","4.3","2.57717014072585"
"690","mercante","2006","891","4","4.3","2.57717014072585"
"691","morte","2006","550","17","6.5","2.57716485028039"
"692","storia","2006","10871","2","7.5","2.57718072161676"
"693","battaglia","2006","4734","2","5.8","2.57713189778319"
"694","famoso","2005","11174","13","6.9","2.57723891651677"
"695","futuro","2005","11174","13","6.9","2.57723891651677"
"696","viaggi","2006","400687","47","7.8","2.57723891651677"
"697","vita","2005","4489","26","6.9","2.57719130250767"
"698","viaggi","2005","4489","26","6.9","2.57719130250767"
"699","passato","2005","4489","26","6.9","2.57719130250767"
"700","morti","2005","4489","26","6.9","2.57719130250767"
"701","oscuro","2006","214342","58","7.5","2.5771754311713"
"702","vita","2005","103","9","6.7","2.57718601206222"
"703","danza","2005","103","9","6.7","2.57718601206222"
"704","vita","2006","277290","44","6.4","2.57721246428949"
"705","barca","2005","122974","13","7.4","2.57720717384404"
"706","vita","2006","87913","22","5.6","2.57720188339858"
"707","viaggi","2006","87913","22","5.6","2.57720188339858"
"708","giovane","2006","87913","22","5.6","2.57720188339858"
"709","impresa","2006","19945","34","7.5","2.57723362607132"
"710","droga","2006","19945","34","7.5","2.57723362607132"
"711","vita","2006","74930","20","6.7","2.57718601206222"
"712","vita","2006","2592","5","6.4","2.57716485028039"
"713","arma","2006","2592","5","6.4","2.57716485028039"
"714","potere","2006","2592","5","6.4","2.57716485028039"
"715","gang","2005","2975","6","7.1","2.57717014072585"
"716","mare","2005","2975","6","7.1","2.57717014072585"
"717","ballo","2005","2975","6","7.1","2.57717014072585"
"718","danza","2005","2975","6","7.1","2.57717014072585"
"719","donne","2005","1661","2","5.6","2.57713189778319"
"720","storia","2005","1661","2","5.6","2.57713189778319"
"721","storia","2006","73158","19","6","2.57719659295313"
"722","vita","2006","112","95","5.7","2.5772230451804"
"723","azioni","2006","112","95","5.7","2.5772230451804"
"724","futuro","2006","257322","33","6.1","2.57718601206222"
"725","giovane","2006","26732","12","4.7","2.57721775473495"
"726","passato","2006","813","6","6.8","2.57724420696223"
"727","azienda","2006","813","6","6.8","2.57724420696223"
"728","macchine","2006","813","6","6.8","2.57724420696223"
"729","famoso","2006","33687","20","5","2.57722833562586"
"730","danza","2006","33687","20","5","2.57722833562586"
"731","amare","2006","284983","87","7.8","2.57722833562586"
"732","guerra","2006","284983","87","7.8","2.57722833562586"
"733","mare","2006","284983","87","7.8","2.57722833562586"
"734","banda","2005","112","10","5.7","2.57721246428949"
"735","innamorato","2005","112","10","5.7","2.57721246428949"
"736","storia","2006","146215","142","6.4","2.57712252671675"
"737","viaggi","2006","146215","142","6.4","2.57712252671675"
"738","mercato","2006","203948","18","7.6","2.57718072161676"
"739","vita","2006","21982","27","5.1","2.57714897894403"
"740","azioni","2006","21982","27","5.1","2.57714897894403"
"741","uomini","2006","91536","11","7.6","2.57719659295313"
"742","storia","2006","91536","11","7.6","2.57719659295313"
"743","vita","2006","922","1","6.5","2.57720717384404"
"744","passato","2006","922","1","6.5","2.57720717384404"
"745","innamorata","2006","2797","15","6.3","2.57715955983494"
"746","vita","2006","112","6","5.7","2.57716485028039"
"747","danza","2006","112","6","5.7","2.57716485028039"
"748","vecchio","2006","112","6","5.7","2.57716485028039"
"749","magia","2005","708","3","6.5","2.57720717384404"
"750","vita","2006","7436","4","6.4","2.57711723627129"
"751","morte","2006","7436","4","6.4","2.57711723627129"
"752","giovane","2006","7436","4","6.4","2.57711723627129"
"753","delitto","2005","155","2","5","2.57707491270765"
"754","donne","2006","23562","7","5.8","2.5771754311713"
"755","vita","2006","23562","7","5.8","2.5771754311713"
"756","innamorata","2006","339636","3","6.7","2.57719130250767"
"757","giovane","2006","339636","3","6.7","2.57719130250767"
"758","morte","2004","64","15","6.8","2.57718072161676"
"759","giovane","2004","64","15","6.8","2.57718072161676"
"760","amore","2005","29842","7","8","2.5772230451804"
